,l3.1,l3.2,l11.1,l11.2
AGGF1P3,0.353196,0.0531366,0.129042,0.0711978
AGGF1P8,0.0738808,0,0,0
AGK,47.414,48.1357,47.8221,53.2014
AGK-DT,0.512201,0.294068,0.503705,0.472747
AGKP1,0,0,0,0
AGKP2,0,0,0,0
AGL,9.53374,9.41487,10.8788,10.7493
AGMAT,1.08241,1.17344,0.900288,0.975854
AGMO,0,0,0.0293003,0
AGO1,7.19301,6.80412,7.7726,8.00247
AGO2,12.0097,10.5921,21.6288,11.9705
AGO3,5.96643,6.91777,5.71411,8.17514
AGO4,3.73728,6.30777,4.23975,4.74966
AGPAT1,61.0047,66.2946,60.1986,57.2774
AGPAT2,30.9535,29.8062,30.3342,30.671
AGPAT3,35.3423,33.5399,44.5153,44.7738
AGPAT4,9.09742,7.37521,12.8516,12.4726
AGPAT5,18.6818,17.9478,18.3633,19.3805
AGPS,28.525,27.8696,34.2476,31.0489
AGR2,0,0,0,0
AGR3,0,0,0,0
AGRN,23.3026,20.9099,28.8648,28.1392
AGRP,0,0.340136,0,0
AGT,0.0124135,0.0951129,0.00801953,0.038167
AGTPBP1,19.6497,16.8907,22.686,22.7212
AGTR1,0.147805,0.406972,0.707265,0.405858
AGTRAP,37.4888,32.2528,37.0581,38.2065
AGXT,0,0.0227344,0,0
AGXT2,0,0,0,0
AHCTF1,21.393,18.073,20.8679,22.2731
AHCTF1P1,0.172491,0.162187,0.147357,0.202693
AHCY,162.584,164.769,189.074,190.831
AHCYL1,30.976,35.6094,45.644,40.0243
AHCYL2,7.43398,4.84077,5.74343,6.62167
AHCYP2,0,0,0,0.0656959
AHCYP3,0,0,0,0
AHCYP4,0,0,0,0
AHCYP5,0,0,0,0
AHCYP7,0,0,0,0
AHCYP8,0,0,0,0
AHDC1,4.66673,6.05044,5.11194,5.72723
AHI1,10.3557,9.99493,12.5093,12.9392
AHI1-DT,0.406788,0.724646,0.394273,0.354868
AHNAK2,0.603554,0.55832,0.702969,0.684843
AHNAK,3.06596,2.76285,3.20791,3.06791
AHR,3.32758,3.75428,4.16116,4.77131
AHRR,5.85231,6.02099,7.38973,11.8086
AHSA1,288.736,312.564,327.919,304.8
AHSA2P,23.2121,25.2027,27.6067,27.9046
AHSG,0.0444472,0,0.0960213,0
AHSP,0.869178,0,0,0
AICDA,0.0260185,0.0700414,0.0570426,0
AIDA,32.4969,30.9547,33.0056,32.4041
AIDAP1,0,0,0,0
AIDAP2,0.084879,0.209146,0.0925756,0.451406
AIF1,0,0,0,0
AIF1L,14.5268,17.2236,20.6553,15.271
AIFM1,84.3512,88.0147,88.013,89.0465
AIFM1P1,0,0,0,0
AIFM2,2.70134,2.3335,2.44988,3.01785
AIFM3,0.295402,0.206583,0.233204,0
AIG1,47.0954,55.5017,45.3189,51.0487
AIG1P1,0,0,0,0
AIM2,0.0390595,0.105123,0.0428575,0.0234814
AIMP1,59.4487,60.4007,59.309,59.0052
AIMP1P1,0.0799071,0,0,0
AIMP1P2,0,0,0,0
AIMP2,72.7576,70.0777,63.4797,57.3721
AIP,53.1787,51.2754,42.5334,45.9979
AIPL1,0.129389,0.116202,0.106342,0.155808
AIRE,0.0488667,0.0499613,0,0
AIRN,0,0,0,0
AJAP1,0.00516844,0,0.0113464,0
AJM1,1.04731,0.827552,0.907364,1.07604
AJUBA,11.8218,12.813,9.72391,9.17439
AJUBA-DT,2.25166,2.05463,0.795104,0.784906
AK1,46.9985,61.3089,48.5326,37.6061
AK2,287.819,315.792,334.702,329.811
AK2P2,0,0,0,0
AK3,17.9713,20.2871,22.1034,21.4155
AK3P2,0,0,0,0
AK3P3,1.35965,0.788889,0.811373,1.50974
AK3P5,0,0,0,0
AK4,39.336,37.9692,47.1914,43.9521
AK4P1,0,0,0,0
AK4P3,0.0913322,0.038943,0.0514708,0.36653
AK4P4,0,0,0,0
AK4P5,0,0,0,0
AK4P6,0,0,0,0
AK5,3.43742,2.50103,2.16594,2.85217
AK6,63.4422,64.3396,63.6933,59.2416
AK6P1,0,0,0,0
AK6P2,0,0,0,0
AK7,1.63348,1.55051,2.34814,2.44866
AK8,0.792086,1.17868,1.23257,1.44127
AK9,2.66521,3.52075,3.71092,6.47156
AKAIN1,0.0638218,0,0.0466828,0
AKAP10,9.6385,8.67834,14.1011,14.1827
AKAP11,5.77628,4.54902,5.66059,6.18074
AKAP12,16.9605,17.9871,18.2695,18.8869
AKAP13,7.75137,6.68982,8.91695,9.20486
AKAP14,0.272065,0,0,0
AKAP1,46.6881,45.5901,45.3193,40.8889
AKAP17A,27.6697,27.6348,28.484,26.7461
AKAP17BP,0,0,0,0
AKAP1-DT,4.3397,3.62826,3.04984,1.40038
AKAP3,1.60024,2.0717,1.81688,2.18625
AKAP4,0,0,0,0
AKAP5,1.24097,1.26439,1.56992,1.1542
AKAP6,0.902916,0.946762,0.906737,0.834962
AKAP7,4.68758,4.18591,3.54537,4.20472
AKAP8,22.0987,23.8937,24.6304,30.6893
AKAP8L,41.7468,49.4611,52.2936,52.5837
AKAP8P1,0,0,0,0
AKAP9,9.0258,7.45949,10.8637,10.3442
AKIP1,24.7377,20.0022,21.8708,23.9671
AKIRIN1,71.0239,66.2105,76.5041,67.4933
AKIRIN1P1,0,0,0,0
AKIRIN1P2,0,0,0,0
AKIRIN2,58.6048,61.7623,58.1154,54.8928
AKIRIN2P1,0,0,0,0
AKNA,3.56492,3.77734,3.84046,3.87254
AKNAD1,0,0.173112,0,0.0690003
AKR1A1,59.3259,52.5119,55.3274,59.3179
AKR1B10,0.179719,0.0418548,0,0
AKR1B10P1,0,0,0,0
AKR1B10P2,0,0,0,0
AKR1B1,154.933,155.454,146.868,137.117
AKR1B15,0.28206,0,0.111293,0.12385
AKR1B1P1,0,0,0,0.0946016
AKR1B1P2,0,0,0,0
AKR1B1P3,0,0.266719,0.31879,0
AKR1B1P4,0,0,0,0
AKR1B1P5,0,0,0,0
AKR1B1P6,0,0,0,0
AKR1B1P7,0,0,0,0
AKR1B1P8,0,0,0,0
AKR1C1,0.244438,0.112065,0.0273799,0.274521
AKR1C2,0.106355,0.185559,0.0221941,0.173589
AKR1C3,0,0.115857,0,0
AKR1C4,0,0,0,0
AKR1C5P,0,0,0,0
AKR1C6P,0,0,0,0
AKR1C7P,0,0,0,0
AKR1C8P,0,0,0,0
AKR1D1,0.236593,0,0,0.0715422
AKR1D1P1,0,0,0,0
AKR1E2,0,0,0,0
AKR7A2,45.4617,40.7956,41.9623,44.3888
AKR7A2P1,0,0,0,0
AKR7A2P2,0,0,0,0
AKR7A3,1.97791,1.57822,1.5478,0.522185
AKR7L,2.46252,1.21434,1.74167,1.51666
AKT1,56.3157,53.3735,64.75,60.2141
AKT1S1,63.5879,63.8849,63.9965,64.51
AKT2,86.7709,85.6074,95.4902,112.208
AKT3,24.0246,19.4835,24.6115,28.5492
AKT3-IT1,0,0.16076,0,0
AKTIP,17.5189,12.0578,15.1981,14.6572
ALAD,13.2231,14.4882,13.7397,15.5439
ALAS1,32.645,34.8304,31.2392,28.3062
ALAS2,0,0,0,0
ALB,0.700922,0.0827002,0.217606,0.0594635
ALCAM,19.9322,24.4777,25.1856,25.4091
ALDH16A1,19.1858,16.4833,18.2824,22.0061
ALDH18A1,87.3583,98.1609,93.4676,82.2789
ALDH1A1,0.140476,0.128405,0.105371,0
ALDH1A2,40.3668,44.4935,47.3262,42.9832
ALDH1A2-AS1,0,0,0,0
ALDH1A3,3.71178,2.6942,5.44362,2.90982
ALDH1A3-AS1,0,0,0.0384316,0
ALDH1B1,27.0453,27.2937,26.187,27.1249
ALDH1L1,0.458351,0.306233,0.113642,0.230857
ALDH1L1-AS1,0,0,0,0
ALDH1L1-AS2,0.0297894,0.0535349,0.446188,0
ALDH1L2,12.9374,10.2745,11.2339,11.9581
ALDH2,25.6705,25.3329,27.5832,26.2249
ALDH3A1,1.02134,0.355374,1.41031,1.77881
ALDH3A2,40.8146,32.6269,45.0914,41.4285
ALDH3B1,0.0234296,0.202926,0.0512945,0.0699852
ALDH3B2,0,0.0236676,0,0
ALDH4A1,9.28702,8.46083,8.4244,8.83523
ALDH5A1,13.2866,12.1634,13.6904,12.4275
ALDH6A1,7.52833,7.91002,9.90559,7.50803
ALDH7A1,51.3694,48.6215,64.9465,59.9467
ALDH7A1P1,0,0,0,0
ALDH8A1,1.10885,0.710346,2.44105,1.90299
ALDH9A1,52.1127,52.8351,48.9383,46.1435
ALDOA,1032.03,1010.97,1110.96,1059.3
ALDOAP1,0,0,0,0
ALDOAP2,0,0,0,0
ALDOB,0.212971,0,0,0
ALDOC,6.85311,5.45247,6.37061,8.73477
ALG10,4.34636,3.85612,6.64651,5.72146
ALG10B,6.10626,6.35778,5.53951,5.75351
ALG11,15.1207,12.6038,13.4154,13.8803
ALG1,18.6383,17.0565,16.4947,19.2941
ALG12,15.5765,13.526,13.5351,13.0254
ALG13,81.0165,68.2006,76.3959,85.8218
ALG13-AS1,0,1.96077,2.27657,3.8883
ALG14,6.82935,7.46184,16.738,7.95975
ALG14-AS1,0,0,0,0
ALG1L10P,0,0,0,0
ALG1L11P,0,0,0,0
ALG1L12P,0,0,0,0.282048
ALG1L13P,0.0586414,0.100468,0,0.0258718
ALG1L14P,0,0,0,0
ALG1L15P,0,0,0,0
ALG1L2,0.453368,0,0.495655,0.37053
ALG1L,0,0,0,3.14407
ALG1L3P,4.60148,5.64567,4.91871,0
ALG1L5P,0,0,0,0
ALG1L6P,0,0,0,0
ALG1L7P,0,0,0,0
ALG1L9P,0.337699,0.667002,0.360174,0.410844
ALG2,19.3346,18.1315,17.0005,17.1812
ALG3,49.2999,46.0782,47.6779,42.7012
ALG3P1,0.0650065,0,0,0
ALG5,56.4352,55.9783,50.4342,51.0911
ALG6,33.1753,33.1698,30.5379,30.6569
ALG8,58.8983,59.7149,58.7945,57.0709
ALG9,17.4749,13.6416,19.9734,16.9846
ALG9-IT1,0.118842,0,0,0
ALK,0,0.0181948,0.0151092,0
ALKAL1,15.9483,17.829,19.2682,20.1963
ALKAL2,0.216305,0,0.23614,0
ALKBH1,16.7206,12.8125,12.0068,11.7341
ALKBH2,51.3046,46.1754,50.2387,44.6209
ALKBH3,33.3411,36.3443,24.0968,22.4834
ALKBH3-AS1,0,0,0,0
ALKBH4,12.6873,14.1455,13.0033,12.3113
ALKBH5,56.2085,55.77,51.5292,50.5504
ALKBH6,18.338,20.2774,15.3726,17.9119
ALKBH7,18.0131,18.9646,21.9044,23.2147
ALKBH8,9.23682,10.1432,10.9171,10.0141
ALLC,0.220304,0.27619,1.07191,0.470462
ALMS1,9.28175,6.50986,8.1155,9.56412
ALMS1-IT1,0.540614,0.457342,0.386929,0.689509
ALMS1P1,0.300391,0.161821,0.239805,0.407349
ALOX12,0,0,0,0
ALOX12-AS1,6.20645,6.58952,5.01098,4.9684
ALOX12B,0.681939,0.447141,0,0.37133
ALOX12P1,0,0,0,0.140236
ALOX12P2,0,0,0,0.0358474
ALOX15,0.0303163,0.968261,0,0.186663
ALOX15B,0.151707,0.136221,0.299428,0.18692
ALOX15P1,0.558205,1.1656,0.213288,0.558875
ALOX15P2,0.0356197,0,0,0
ALOX5,0.408218,0.513024,0.182502,0.97401
ALOX5AP,0,0,0,0
ALOXE3,0.606468,0.364169,0.610206,0.384656
ALOXE3P1,0,0,0,0
ALPG,0.0265123,0,0,0
ALPI,0,0,0,0
ALPK1,2.04193,3.12941,3.55446,3.5747
ALPK2,0.0946231,0.106178,0.112229,0.121427
ALPK3,0.0979975,0.0986974,0.41759,0.293974
ALPL,2.24337,1.56587,1.92926,2.80388
ALPP,0,0,0.125573,0.207793
ALS2,11.8862,9.38818,15.1278,16.7475
ALS2CL,0.714338,0.745369,0.654468,1.05659
ALX1,8.6168,8.48589,7.76553,7.28235
ALX3,0,0,0,0
ALX4,3.68263,4.20374,4.33381,3.67626
ALYREF,145.629,140.916,165.32,154.998
AMACR,6.70708,6.52962,5.85561,6.85494
AMBN,1.00587,1.44698,1.25036,1.38213
AMBP,0,0.0507423,0,0
AMBRA1,10.7336,12.4112,13.4748,12.6712
AMD1,80.4545,87.2131,100.149,98.8506
AMD1P1,0.0814902,0,0,0
AMD1P2,0,0,0,0
AMD1P3,0,0.134675,0.24459,0
AMD1P4,0,0,0.0573142,0.0632597
AMDHD1,4.08454,3.90991,3.95947,3.6389
AMDHD2,17.0674,18.8127,19.3175,19.8622
AMELX,0,0.0835486,0,0
AMER1,3.05408,2.82855,3.68772,3.49041
AMER2,0.0623818,0.0726017,0.0548266,0.106366
AMER3,0.0834474,0.0460027,0.0112874,0.0251455
AMFR,31.1752,35.6564,36.0763,34.2006
AMH,58.447,55.6599,58.3473,61.6287
AMHR2,1.20354,1.16625,1.45104,1.14462
AMIGO1,2.03255,2.58938,1.86889,2.55561
AMIGO2,1.6665,1.36018,1.08302,0.96627
AMIGO3,1.7336,2.78993,2.01252,1.804
AMMECR1,13.0496,11.771,14.5222,14.6824
AMMECR1-IT1,0,0,0,0
AMMECR1L,13.0189,13.7193,13.2782,13.2794
AMMECR1LP1,0.0912532,0,0,0.110916
AMN,0,0,0.025963,0.0284709
AMN1,7.26152,7.94305,7.21712,9.34689
AMOT,37.8153,33.1504,41.2929,40.1385
AMOTL1,11.1238,9.53346,10.09,10.0398
AMOTL2,8.3228,7.26537,6.19752,11.6086
AMPD1,0.193983,0,0.363112,0.707966
AMPD2,33.7399,31.2775,45.9826,48.6399
AMPD3,0.634184,0.375153,0.642615,2.10135
AMPH,2.64599,2.51157,2.89703,3.10433
AMT,0.783196,0.588999,2.51474,1.82441
AMTN,0.1035,0,0,0
AMY1A,0,0,0,0
AMY1B,0,0,0,0
AMY1C,0,0,0,0
AMY2A,0.167923,0,0,0
AMY2B,0.863361,1.38442,0.744648,1.16213
AMYP1,0,0,0,0
AMZ1,0.11682,0.111189,0.0721555,0.122731
AMZ2,77.4428,74.3657,77.8837,76.3875
AMZ2P1,12.899,13.4587,13.9693,11.7248
AMZ2P2,0,0,0.075783,0
ANAPC10,23.0394,29.0175,22.5489,24.6191
ANAPC10P1,0,0,0,0
ANAPC11,116.78,113.857,99.2191,107.898
ANAPC1,25.3854,22.9484,27.0932,26.9445
ANAPC13,44.0675,44.7292,47.5111,39.4091
ANAPC15,53.6973,62.1403,52.8431,53.339
ANAPC15P2,0,0,0,0
ANAPC16,60.5258,54.5627,55.2387,47.219
ANAPC1P1,0.0427506,0.0616191,0.184391,0.0937788
ANAPC1P2,13.7536,11.2189,13.0036,15.8851
ANAPC1P3,0,0,0,0
ANAPC1P4,0,0,1.17931,0
ANAPC1P5,0,0.129307,0,0
ANAPC1P6,0,0.0350317,0,0
ANAPC2,33.7156,35.1184,38.9529,41.381
ANAPC4,15.1694,12.3755,17.9265,17.2489
ANAPC5,97.8617,109.252,120.786,119.78
ANAPC7,75.086,77.2589,77.5537,78.6692
ANG,1.90453,2.79,3.12718,2.45289
ANGEL1,15.5569,13.2632,14.7208,16.6774
ANGEL2,24.7726,23.451,25.0865,27.4642
ANGPT1,0.256154,0.259261,0.0666192,0.0364722
ANGPT2,0.0669998,0.0713189,0,0.171762
ANGPT4,0,0,0,0.0327539
ANGPTL1,0.116184,0.052193,0.0601207,0.205129
ANGPTL2,0,0,0.0206513,0.0226266
ANGPTL3,0,0,0,0.128218
ANGPTL4,0.168381,0.150261,0.198189,0.0483153
ANGPTL5,0,0,0,0
ANGPTL6,0.190854,0.280197,0.417642,0.375209
ANGPTL7,0,0,0,0
ANGPTL8,0,0,0,0
ANHX,0,0,0,0
ANK1,2.87494,1.55578,2.29368,1.95542
ANK2,4.23233,4.11371,4.75506,4.83293
ANK2-AS1,0,0,0,0
ANK3,12.0703,8.62158,11.5856,11.7805
ANK3-DT,0.228061,0.421342,0,0
ANKAR,1.83476,1.87544,1.44921,1.21952
ANKDD1A,1.25017,0.26283,0.537682,1.03419
ANKDD1B,0.356865,0.45994,0.585228,0.854821
ANKEF1,2.67915,2.50881,3.37267,3.04928
ANKFN1,0.11705,0,0.119579,0.0463473
ANKFY1,17.263,20.5991,19.7846,18.9286
ANKH,21.1094,21.4977,22.4452,20.4896
ANKHD1,47.2718,45.1214,48.7896,52.0716
ANKHD1-DT,4.19127,4.47879,3.21348,1.94737
ANKHD1-EIF4EBP3,7.71123,6.99571,8.88711,8.44668
ANKH-DT,0.280486,0.520695,0,0.348393
ANKIB1,10.3806,10.8598,13.8591,11.6664
ANKK1,0.38726,0,0.0283423,0.0621942
ANKLE1,1.69612,1.3086,1.50225,2.46913
ANKLE2,41.5596,43.7577,47.3471,52.3075
ANKMY1,4.70534,5.59062,8.13989,9.48065
ANKMY2,8.65268,9.31442,10.814,8.86264
ANKRA2,21.9374,20.1834,16.6255,18.555
ANKRD10,106.342,0.478205,138.295,154.583
ANKRD1,0.60744,99.9103,0.624537,0.320416
ANKRD10-IT1,6.60581,3.61687,4.46727,6.26369
ANKRD11,64.0428,60.4777,59.19,63.3925
ANKRD11P1,0,0,0,0
ANKRD11P2,0,0,0,0.119181
ANKRD12,5.86776,2.86728,4.67331,5.01124
ANKRD13A,17.9642,14.1554,16.8846,16.7541
ANKRD13B,14.318,17.7835,15.1358,17.012
ANKRD13C,20.2302,19.0601,21.982,18.2629
ANKRD13D,17.1354,20.3341,18.8738,16.9691
ANKRD16,5.75024,6.17762,6.64074,6.87303
ANKRD17,27.8165,26.0985,28.013,28.9192
ANKRD17-DT,0.711683,0.864555,1.16808,0.579135
ANKRD18A,6.03546,6.21644,8.03162,3.34227
ANKRD18B,4.65751,4.56517,3.2459,3.65913
ANKRD18CP,0.687881,0.354038,0.62519,0.553566
ANKRD18DP,1.53921,1.06841,1.1156,0.624768
ANKRD18EP,0,0,0,0
ANKRD19P,41.9629,32.2046,41.0162,42.2875
ANKRD2,0,0,0.0745321,0.125805
ANKRD20A1,0.658211,0.2611,0.219634,0.287025
ANKRD20A10P,0,0,0,0
ANKRD20A11P,0,0,0,0
ANKRD20A17P,0,0,0.145357,0.104716
ANKRD20A18P,0,0,0,0.463508
ANKRD20A19P,0.0261019,0.063148,0.0514526,0.0564205
ANKRD20A21P,0,0.0163363,0,0.0216656
ANKRD20A2P,0.0796102,0.00920917,0.216089,0.242643
ANKRD20A3P,0.714504,0.507391,0.170049,1.30685
ANKRD20A4P,0.540257,0.521715,0.873927,0.540772
ANKRD20A5P,2.59172,2.69406,3.14436,2.1069
ANKRD20A7P,0.466057,0.16047,0.732624,1.07616
ANKRD20A8P,0.2676,0.119449,0.296817,0.174555
ANKRD20A9P,0,0,0,0
ANKRD22,0,0.0149805,0.0183317,0
ANKRD23,3.1833,3.11613,2.82655,2.91023
ANKRD24,0.627663,0.427766,0.838316,0.807489
ANKRD26,5.81623,6.65384,7.04757,7.20709
ANKRD26P1,0.983042,0.34208,0.358111,0.458537
ANKRD26P2,0,0,0,0
ANKRD26P3,0,0.0932761,0,0
ANKRD26P4,0.157168,0.142317,0,0.190667
ANKRD27,12.3929,12.836,12.9836,14.8759
ANKRD28,18.4069,16.2148,15.4398,17.4589
ANKRD29,5.8075,7.08465,6.47608,6.16806
ANKRD30A,0,0,0,0
ANKRD30B,0.0427965,0.0169552,0.0415366,0
ANKRD30BL,0.0257749,0.0156394,0.0219212,0.0480459
ANKRD30BP1,0,0,0,0
ANKRD30BP2,0,0.00113997,0.0127754,0.0626891
ANKRD30BP3,0,0,0,0
ANKRD31,0.417166,0.451486,0.318598,0.352428
ANKRD33,0,0,0.060326,0
ANKRD33B,1.35168,0.984993,1.22196,1.41452
ANKRD33B-AS1,0,0,0,0.42431
ANKRD34A,1.97165,2.61351,3.25022,1.87447
ANKRD34B,2.08859,2.03064,1.41016,2.34838
ANKRD34C,0.0115512,0.0517493,0.0126772,0.0138719
ANKRD34C-AS1,0.0863166,0.119145,0.285779,0.144329
ANKRD35,0.0210705,0,0,0.152039
ANKRD36,4.17749,5.2347,5.77889,5.90852
ANKRD36B,4.79706,2.83749,5.19983,6.09256
ANKRD36BP1,0,0,0.125758,0.18435
ANKRD36BP2,0.698125,0.437114,0.71154,0.901912
ANKRD36C,3.00486,2.17908,2.64873,2.59652
ANKRD37,3.30203,2.79019,2.96918,4.32662
ANKRD39,14.5561,16.3017,15.7904,14.2172
ANKRD40,24.3036,23.0171,23.9458,23.5181
ANKRD40CL,0.184969,0,0,0.112541
ANKRD42,4.99447,4.54806,4.64802,6.40425
ANKRD42-DT,4.11504,4.26045,4.01101,5.59433
ANKRD44,2.21086,1.98421,2.0017,6.12333
ANKRD44-AS1,0,0,0,0
ANKRD44-DT,0,0,0,0
ANKRD44-IT1,0,0.0616912,0.373895,0
ANKRD45,0.0558846,0.186721,0,0.281104
ANKRD46,18.9146,17.565,18.478,19.1534
ANKRD49,18.3105,23.6268,18.9389,19.458
ANKRD49P1,0,0.613584,0.122964,0.137006
ANKRD49P2,0,0,0,0
ANKRD49P3,0,0,0,0
ANKRD50,4.32947,3.73109,3.52979,3.71843
ANKRD52,19.5293,18.5335,17.3356,18.6831
ANKRD53,0,0.101343,0.0670023,0.257474
ANKRD54,27.8085,28.3073,26.3255,29.0372
ANKRD54P1,0,0,0,0
ANKRD55,0.0535074,0.0821463,0,0
ANKRD60,0.0571965,0.0342599,0.0434407,0.068709
ANKRD61,0.2452,0.176794,0.161296,0.296127
ANKRD62,0.0168536,0,0,0.0426038
ANKRD62P1,0,0,0,0
ANKRD62P1-PARP4P3,0,0,0,0
ANKRD63,0.585884,0.500696,0.418669,0.62197
ANKRD65,0.260285,0.0786652,0.127878,0.105385
ANKRD65-AS1,5.45703,5.31876,0,0
ANKRD66,0,0,0,0
ANKRD6,0,0,7.92234,7.15782
ANKRD7,1.49662,1.12356,2.15398,0.82911
ANKRD9,12.4158,14.0309,10.721,11.4695
ANKS1A,9.77685,10.8959,10.7045,12.263
ANKS1B,0.613488,1.0848,0.535194,0.545339
ANKS3,12.0732,11.8454,12.3875,11.1849
ANKS4B,0.0298456,0.0696465,0,0
ANKS6,31.4271,29.7629,28.2116,26.683
ANKUB1,0.308026,0,0,0.071295
ANKZF1,31.5637,29.5236,28.8245,30.3793
ANLN,34.461,35.3401,44.34,41.515
ANO1,0.0631783,0.236535,15.6773,0.086523
ANO10,11.6568,9.35396,0.432933,13.1547
ANO2,0.0176113,0.118498,0,0.0423383
ANO3,0.178537,0.328134,0.195069,0.0251331
ANO3-AS1,0.0494726,0,0,0
ANO4,0.37527,0.480453,0.931909,1.28912
ANO5,3.23367,4.26166,3.80622,6.97979
ANO6,9.83541,8.80081,9.93471,10.7247
ANO7,2.52364,2.48318,2.97011,2.4958
ANO7L1,0.803408,0.683301,0.292803,0.323096
ANO8,4.13947,3.19864,4.51348,5.59038
ANO9,0,0,0.0250508,0
ANOS1,0.020228,0.0271802,0.0222005,0.118752
ANOS2P,0,0,0,0.0269461
ANP32A,311.076,333.557,330.43,344.81
ANP32AP1,0,0,0,0
ANP32B,230.865,246.425,263.907,248.217
ANP32BP1,0,0,0,0
ANP32BP2,0,0,0,0
ANP32BP3,0,0,0,0
ANP32C,0,0,0,0
ANP32D,0,0,0.0752247,0
ANP32E,86.2826,93.0903,96.567,96.6202
ANPEP,0.0176422,0.205691,0.644678,0.169647
ANTKMT,28.1961,28.9964,31.0273,29.7986
ANTXR1,14.2911,13.4489,15.5483,15.5594
ANTXR2,5.61264,5.9047,5.08666,5.44098
ANTXRL,0,0,0,0
ANXA10,0,0,0,0
ANXA11,1.74695,1.49263,1.24937,82.6909
ANXA1,94.9959,75.666,90.4765,2.53511
ANXA13,0.146096,0,0.138379,0
ANXA2,69.802,73.3965,68.8595,75.7077
ANXA2P1,0,0,0,0
ANXA2P2,0.0871627,0,0,0.102888
ANXA2P3,0,0,0,0
ANXA2R,0.236053,0.427501,0.172394,0.668194
ANXA3,2.48137,2.68711,2.34052,1.8963
ANXA4,20.979,13.8289,19.2492,16.1429
ANXA5,163.448,165.638,175.357,183.035
ANXA6,50.6371,51.6155,58.8035,62.3631
ANXA7,55.3627,53.5734,56.3438,56.4281
ANXA8,0.24281,0.130799,0.0197957,0.192156
ANXA8L1,0,0,0.0197957,0
ANXA9,0,0.0400884,0.0488064,0
AOAH,0.160127,0.146739,0,0
AOC1,0,0.0242181,0,0
AOC2,2.24254,2.03959,2.84099,2.71874
AOC3,1.7973,1.16034,1.82049,1.66556
AOC4P,0.307946,0.182161,0.0330304,0.0389833
AOPEP,10.1008,9.2348,8.66557,6.44135
AOX1,0,0.018595,0,0
AOX2P,0,0,0.107244,0
AOX3P,0,0,0,0
AOX3P-AOX2P,0,0,0.16934,0
AP1AR,20.9544,21.7027,22.1843,22.0722
AP1AR-DT,0.692445,0.474295,0.0723332,0.357531
AP1B1,54.8993,57.9798,62.1982,64.016
AP1B1P1,0,0,0,0
AP1G1,25.4434,27.2019,27.6348,28.4858
AP1G2,44.4555,47.2982,48.2153,53.4641
AP1G2-AS1,2.60568,2.35577,2.12843,2.62703
AP1M1,41.4358,46.3982,43.3342,47.353
AP1M2,0.528685,0.651483,0.195069,0.435573
AP1M2P1,0,0,0.0841642,0
AP1S1,41.9504,39.7301,43.5519,37.5653
AP1S2,24.7552,24.2449,31.9313,27.9701
AP1S2P1,0,0,0,0
AP1S3,6.96953,7.85394,9.11008,11.2243
AP2A1,27.2518,26.9765,31.1279,29.1773
AP2A2,33.6078,37.1822,45.2656,42.4956
AP2B1,35.9614,36.126,42.3169,39.4596
AP2B1P1,0,0,0,0
AP2M1,145.769,148.408,142.522,140.972
AP2S1,166.871,159.677,155.859,155.639
AP3B1,20.2925,18.7005,22.9834,22.451
AP3B2,2.10094,1.88253,2.80423,2.161
AP3D1,61.5819,61.4881,80.0093,81.4491
AP3M1,38.3098,38.1722,37.9425,38.4999
AP3M2,19.0417,19.5347,19.1067,20.6042
AP3S1,64.9348,67.2136,69.9833,67.4578
AP3S2,32.7935,33.2082,33.3797,29.4054
AP4B1,19.9837,19.8575,22.7563,21.6769
AP4B1-AS1,0,0,0,0
AP4E1,3.57907,3.70698,4.6853,3.99916
AP4M1,8.77972,8.60642,11.5123,9.752
AP4S1,4.06846,3.59589,4.97067,4.96529
AP5B1,8.82182,8.33563,8.751,9.07258
AP5M1,19.5754,16.9392,22.4662,23.3164
AP5S1,7.38755,7.14645,8.33923,8.84629
AP5Z1,14.249,10.7508,16.2213,16.5339
APAF1,5.55291,5.60684,6.55499,8.23897
APBA1,0.651876,0.848069,0.20787,0.269438
APBA2,10.4613,10.294,11.6752,12.4619
APBA3,20.6153,22.2443,14.0049,20.3957
APBB1,27.7485,29.4137,27.3378,29.5627
APBB1IP,0.149986,0.0224449,0,0
APBB2,7.90444,5.27631,7.22536,6.89895
APBB3,13.2138,12.1043,15.939,17.94
APC2,0.465645,0.326294,0.501748,11.3977
APC,8.83047,7.64589,7.84326,0.397819
APCDD1,2.66582,2.70021,1.36573,1.88322
APCDD1L,0,0,0.0363778,0
APCDD1L-DT,0.0570434,0.157759,0.0331917,0.80401
APCS,0,0,0,0
APEH,64.1709,70.0478,79.1404,84.7429
APELA,0.0544279,0.0244434,0.347336,0.0982747
APEX1,161.594,170.032,160.396,164.31
APEX2,23.9023,25.1142,22.6371,28.7785
APH1A,79.6354,81.4877,80.2122,83.1475
APH1B,0.543499,1.13177,0.528249,0.891287
API5,69.2223,71.7095,87.9982,81.8054
API5P1,0,0.0423405,0,0
API5P2,0,0,0,0
APIP,30.478,31.6549,37.0217,32.2517
APLF,0.5903,0.469651,0.795801,0.811134
APLN,0.423532,0.560945,0.553222,0.388022
APLNR,0,0.0158315,0,0
APLP1,11.1515,13.7129,12.7785,18.0497
APLP2,154.96,159.094,163.564,167.08
APMAP,44.9888,47.6034,47.1217,47.9408
APOA1,0.420217,0.761677,0.552327,0.204082
