,NT.1,NT.2,HNRNPA2B1.1,HNRNPA2B1.2,CD99.1,CD99.2,B4GALNT1.1,B4GALNT1.2
ENSG00000281904,0,0,0,0.091973,0,0.0271741,0.0725071,0.115559
ENSG00000281920,0.0752464,0,0,0,0,0,0.0751434,0
ENSG00000281938,0,0,0,0,0,0,0,0
ENSG00000281941,0,0,0,0,0,0,0,0
ENSG00000281961,0,0,0,0,0,0,0.138201,0
ENSG00000281969,0,0,0.0116255,0,0.0214542,0,0,0.00988385
ENSG00000281974,0,0.113496,0.141925,0,0.0448817,0.0472863,0.0638921,0
ENSG00000282012,0,0.00414626,0.121633,0,0,0,0,0
ENSG00000282021,0.103119,0.167952,0.194348,0.514407,0.178533,0.117717,0.0418811,0.0822461
ENSG00000282022,0,0,0,0,0.161459,0,0,0
ENSG00000282024,0.058531,0.109469,0.0827704,0.312813,0.197175,0.187728,0.060335,0.0578819
ENSG00000282033,0.858248,0.180412,0.113899,0.274776,0,0,0.793428,0.520991
ENSG00000282034,2.49852,2.9643,3.46489,3.48529,3.46514,2.97699,3.38646,3.76583
ENSG00000282041,0,0,0,0,0.0688992,0,0,0.126947
ENSG00000282048,0,0,0,0,0,0,0,0
ENSG00000282051,0,0,0,0,0,0,0,0
ENSG00000282057,0.0331287,0.115489,0,0.125872,0.132839,0.0378641,0.0168396,0.122353
ENSG00000282080,0,0,0,0,0,0,0,0
ENSG00000282097,0,0,0.0466139,0,0,0,0,0
ENSG00000282121,0,0,0,0,0,0,0,0
ENSG00000282142,0,0,0,0,0,0,0,0
ENSG00000282143,0,0,0,0,0.520545,0,0.424859,0.342263
ENSG00000282160,0,0,0,0,0,0,0,0
ENSG00000282199,0.0812635,0.147956,0,0,0,0,0,0
ENSG00000282206,0,0,0,0,0,0,0,0
ENSG00000282218,0,0,0,0,0,0,0,0
ENSG00000282221,0,0,0,0,0,0,0,0
ENSG00000282246,0,2.25E-08,0,0.262701,0.096956,0.100829,0.597083,0.486596
ENSG00000282265,0,0,0,0,0,0,0,0
ENSG00000282278,0.0695853,0.307628,0,0.00089543,0.0797874,0.182619,0.100459,0
ENSG00000282304,0,0,0.364036,0,0,0,0,0.0388864
ENSG00000282306,0,0,0,0,0,0,0,0
ENSG00000282317,0.221426,0,0.132617,0,0,0,0,0
ENSG00000282339,1.02E-09,1.12693,0,0.110478,0,0.030102,0.588032,0.236541
ENSG00000282375,0,0,0.0304117,0,0,0,0.0261484,0
ENSG00000282381,1.324,0.97431,0.528923,1.45458,0.769692,0.744136,1.25301,1.44864
ENSG00000282386,0.99861,1.02307,2.38391,3.50071,2.31875,1.31894,1.03793,1.02341
ENSG00000282390,0,0,0,0.0314803,0,0,0,0
ENSG00000282393,1.22855,1.34688,1.17016,0.976129,1.22717,1.02588,1.18078,1.57418
ENSG00000282408,0,0,0,0,0,0,0,0
ENSG00000282413,0,0,0,0,0,0,0,0
ENSG00000282416,1.76686,3.40615,1.7312,1.4879,3.13139,1.66961,4.63229,2.37921
ENSG00000282418,0,0.330807,0.134043,0.233158,0.257058,0,0.114608,0.0381369
ENSG00000282432,0,0,0,2.34748,0,0,0,0
ENSG00000282440,0,0,0,0,0,0,0,0
ENSG00000282478,0,0,0,0,0,0,0,0
ENSG00000282527,0,0,0,0,0,0,0,0
ENSG00000282535,0,0,0,0,0,0,0,0
ENSG00000282542,0,0,0.254021,0,0,0.160208,0,0
ENSG00000282556,0.159104,0.160831,0.287641,0.282871,0.182985,0.0637828,0.316327,0.242263
ENSG00000282564,0.0659167,0,0,0,0,0,0,0.0650245
ENSG00000282572,0,0.0336967,0.00439312,0.196003,0.146697,0,0.369464,0.0069933
ENSG00000282602,0,0,0,0,0,0,0,0
ENSG00000282686,0,0,0,0,0,0,0,0
ENSG00000282697,0,0,0,0,0,0,0,0
ENSG00000282718,0,0,0,0,0,0,0,0
ENSG00000282738,0,0,0,0,0,0,0,0
ENSG00000282740,0.489306,0.248239,2.78319,1.9725,0.0106962,0.605281,0.00605961,0.00416738
ENSG00000282742,0,0.0507438,0,0.0574346,0,0,0,0.0546053
ENSG00000282772,1.12231,1.2783,1.21401,0.4387,1.7867,1.49336,1.11035,0.823019
ENSG00000282787,0.20538,0.376048,0.614156,0.32094,0.218087,0.343428,0.305084,0
ENSG00000282793,0,0,0,0,0,0,0,0
ENSG00000282798,0,0,0,0,0,0,0,0
ENSG00000282804,0,0,0,0,0,0,0,0
ENSG00000282807,0,0,0,0,0,0.1273,0,0
ENSG00000282828,0,0,0,0,0,0,0,0
ENSG00000282834,0,0,0,0,0,0,0,0
ENSG00000282836,0.48911,0,0,0,0,0,0,0
ENSG00000282840,0,0.0224541,0.146176,0,0,0.028276,0,0
ENSG00000282843,0,0,0,0,0,0,0,0
ENSG00000282849,0,0,0,0,0,0,0,0
ENSG00000282852,2.07126,0,0,0,0,0,0,0
ENSG00000282855,1.24768,0.871114,1.5533,0,1.59609,0.996397,0.293256,2.05492
ENSG00000282859,0,0,0.134763,0,0,0,0.111051,0
ENSG00000282860,0,0.111696,0,0,0,0,0,0
ENSG00000282863,0.585234,0.0837989,0.366108,0,0,0.132462,0,0
ENSG00000282864,0,0,0,0,0,0,0,0
ENSG00000282865,0,0,0.0258419,0,0.0237261,0,0,0
ENSG00000282875,0,0,0,0,0,0,0,0
ENSG00000282876,0,0,0.373064,0.758045,0.110346,0.231656,0,0.203311
ENSG00000282879,0,0,0,0,0,2.56579,0,0
ENSG00000282882,0,0,0,0,0,0,0,0
ENSG00000282885,0.487048,0.896312,0.552654,0.771854,0.566376,0.779869,0.375877,0.320457
ENSG00000282887,0.33666,0,0.203786,0,0,0,0,0
ENSG00000282890,0.0168734,0,0,0,0,0,0,0
ENSG00000282897,0,0,0,0,0,0,0,0
ENSG00000282898,0,0,0,0,0,0,0,0
ENSG00000282904,0,0,0,0,0,0,0,0
ENSG00000282906,0,0.0521923,0,0,0,0.0647129,0,0
ENSG00000282907,0,0,0,0,0.0916005,0,0,0
ENSG00000282912,0,0,0,0,0,0,0,0
ENSG00000282914,0,0,0,0,0,0,0,0
ENSG00000282915,0.141638,0,0,0.147677,0,0,0,0
ENSG00000282917,0,0.0248562,0,0,0.0296479,0,0,0
ENSG00000282924,0,0,0,0,0,0,0,0
ENSG00000282936,0.302458,0.444314,0.187271,0.260677,0.27669,0.355557,0.373753,0.470278
ENSG00000282943,0,0,0,0,0,0,0,0
ENSG00000282944,0,0,0,0,0,0,0,0
ENSG00000282950,0,0.119898,0.0781706,0,0.0704755,0.0741418,0.131837,0
ENSG00000282951,0,0,0,0,0,0,0,0
ENSG00000282964,0,0,0,0,0,0,0,0
ENSG00000282965,0,0.321129,0,0,0.250806,0.132077,0.1124,0.11508
ENSG00000282978,0,0,0.163395,0.141567,0,0,0,0
ENSG00000282980,0,0,0,0,0,0,0,0
ENSG00000282987,0.0219218,0,0.0516569,0,0,0,0,0
ENSG00000282988,1.54074,2.84714,2.52447,2.12202,1.34143,1.25104,1.11377,1.46624
ENSG00000282993,3.10234,5.11093,2.71248,5.54599,3.02412,2.83255,7.20129,4.03495
ENSG00000282994,0,0,0,0,0,0,0,0
ENSG00000282997,0,0,0,0,0,0,0,0
ENSG00000282998,0,0,0,0,0,0,0,0
ENSG00000283001,0.0389957,0.0176396,0.0229625,0.0405258,0.0385532,0,0.0670377,0
ENSG00000283003,0,0.0512257,0,0,0,0,0,0
ENSG00000283010,0.574586,0.28491,1.48521,0.380273,0.336651,0.53168,0.525289,0.723659
ENSG00000283025,0,0,0,0,0,0,0,0
ENSG00000283031,0,0,0,0,0,0,0.0449677,0.0442266
ENSG00000283033,0,0,0,0,0,0,0,0
ENSG00000283040,0,0,0,0,0,0,0,0
ENSG00000283041,0.244942,0.438701,0,0,0,0.0939553,0.414183,0.815341
ENSG00000283044,0,0,0,0,0,0,0,0
ENSG00000283045,0,0,0.209543,0,0,0,0,0
ENSG00000283057,0,0,0.727722,0,0,0,0,0.521661
ENSG00000283061,0,0,0,0,0,0,0,0
ENSG00000283064,0.091158,0.110136,0.0358881,0.063172,0.164026,0.103762,0.0307674,0.120897
ENSG00000283072,0,0,0,0,0,0,0,0
ENSG00000283076,0,0,0,0,0,0,0,0
ENSG00000283078,0.356975,0.350393,0.596683,0.401989,0.321211,0.474144,0.632531,0.414315
ENSG00000283084,0,0,0,0,0,0,0,0
ENSG00000283095,0,0,0,0.0651773,0,0.0356743,0,0
ENSG00000283097,0.039018,0,0.0207809,0.0183432,0,0,0,0.0176104
ENSG00000283098,0.376721,0.559038,0.0643554,0.0567193,0.238921,0,0.321542,0.0543175
ENSG00000283103,13.4454,14.2637,17.3003,13.7425,17.5168,15.4606,13.8195,12.7985
ENSG00000283108,0,0,0,0,0,0,0,0
ENSG00000283118,0,0,0,0,0,0,0,0
ENSG00000283128,0.866861,0.534029,0.565639,0.539317,0.509999,0.768006,0.388858,0.566217
ENSG00000283132,0,0,0,0,0,0,0,0
ENSG00000283138,0,0,0,0,0,0,0,0
ENSG00000283142,0,0,0,0,0,0,0,0
ENSG00000283145,0,0,0,0,0,0,0,0
ENSG00000283148,0,0.0581327,0,0,0,0,0.229993,0
ENSG00000283149,12.3155,22.721,12.6714,16.5737,19.8615,13.9626,17.52,21.3813
ENSG00000283155,0,0,0,0,0,0,0,0
ENSG00000283156,0.0103866,0.0384775,0.100256,0.0881478,0.0569013,0.0480781,0.0212352,0.042043
ENSG00000283162,0,0,0,0,0,0,0,0
ENSG00000283166,0,0,0,0,0,0,0,0
ENSG00000283167,0,0,0,0,0,0,0,0
ENSG00000283175,0,0,0,0,0.0256204,0,0.0240537,0.0236052
ENSG00000283178,0,0,0,0,0,0,0,0
ENSG00000283183,0.197473,0.366781,0.31988,0.293331,0.130972,0.192415,0.786005,0.406056
ENSG00000283189,0.542448,0.394609,0.0332986,0.564397,0.592315,0.566274,0.486659,0.823872
ENSG00000283196,7.51263,7.39566,7.8124,9.61381,9.14297,7.40894,6.51048,8.9785
ENSG00000283197,0,0,0,0,0,0,0,0
ENSG00000283201,0.544449,0,0,0,0,0,0.162728,0
ENSG00000283202,0,0,0,0,0,0,0,0
ENSG00000283205,0,0,0,0,0,0,0,0
ENSG00000283208,0.367823,0.201517,0.288202,0.154327,0.111145,0,0.235344,0.397678
ENSG00000283209,0.169652,0,0.20542,0,0,0,0,0
ENSG00000283213,0,0.0328692,0,0,0,0,0.00961409,0
ENSG00000283214,0,0,0,0,0,0,0,0
ENSG00000283217,0,0,0,0,0,0,0,0
ENSG00000283221,1.00842,2.82975,0,0,0,0,0,0
ENSG00000283228,4.20979,3.03299,9.01213,6.55052,6.47109,3.51875,6.0778,4.40304
ENSG00000283234,0,0,0,0,0,0,0,0
ENSG00000283235,0.159976,0.447715,0,0.0782723,0.0490765,0,0.114856,0.18071
ENSG00000283236,0.0301871,0.0818773,0.0177614,0.0784349,0.0981209,0.0690624,0.12281,0.105474
ENSG00000283239,0.229859,0,0.0279971,0.0534086,0.395086,0.187665,0.457047,0.155181
ENSG00000283240,0,0,0,0,0,0,0,0
ENSG00000283251,0,0.0690007,0,0,0,0,0,0
ENSG00000283255,0,0,0,0,0,0,0,0
ENSG00000283258,0,0,0,0,0,0,0,0.0906083
ENSG00000283259,0,0,0,0,0.0331108,0,0.0310465,0
ENSG00000283265,0,0.0401259,0,0.0450637,0.0932976,0,0,0
ENSG00000283269,0,0,0,0,0,0,0,0
ENSG00000283273,0,0,0,0,0,0,0,0
ENSG00000283283,0,0,0,0,0,0,0.0125224,0
ENSG00000283285,0.128423,0.0232578,0,0,0,0,0.0260386,0.0255763
ENSG00000283286,0,0,0,0,0,0,0,0
ENSG00000283294,0.016285,0.024084,0.0802675,0.0719771,0.0564598,0,0.0945238,0.0929325
ENSG00000283303,0,0.198104,0.125318,0,0.156036,0.0319184,0,0.601466
ENSG00000283312,0.150424,0.1363,0.141995,0.0625455,0.129929,0,0.274127,0.299268
ENSG00000283317,0.109012,0.682877,0,0.567897,0.352962,0.121287,0,0.308534
ENSG00000283321,0.297002,0,0,0,0.248244,0,0.173357,0
ENSG00000283338,0,0,0,0,0,0,0,0
ENSG00000283341,1.48957,0.685639,0.460009,1.19065,2.20939,1.16888,1.23011,1.14175
ENSG00000283347,0,0,0,0,0,0,0,0.209792
ENSG00000283352,0.745975,0.872341,0.304168,0.389375,0.563284,2.42188,1.15232,0.96234
ENSG00000283354,0,0,0,0,0,0,0,0
ENSG00000283355,0.0783871,0.104897,0.0445803,0.0407314,0.211693,0.0895111,0.119423,0.117254
ENSG00000283360,0,0,0,0,0,0,0,0
ENSG00000283366,0,1.54457,0,0,0,1.19297,6.40335,0
ENSG00000283371,0,0,0,0,0,0,0,0
ENSG00000283375,0,0,0,0,0,0,0,0
ENSG00000283376,0,0,0,0,0,0,0,0
ENSG00000283377,0,0,0,0,0,0,0,0
ENSG00000283380,0,0.0668358,0,0,0,0.0244516,0.0732443,0.0721863
ENSG00000283384,0,0,0,0,0.062059,0.0157454,0,0.0560332
ENSG00000283390,0,0,0,0,0,0,0,0
ENSG00000283392,0.0295001,0.0534556,0.104415,0.061329,0,0,0.0896156,0.0586983
ENSG00000283393,0,0,0,0,0,0.162248,0,0.142566
ENSG00000283399,0,0,0,0,0,0,0,0
ENSG00000283400,0,0,0,0,0,0,0,0
ENSG00000283402,0,0,0,0,0,0,0,0
ENSG00000283403,0.0144864,0,0.0170451,0,0,0,0,0
ENSG00000283405,0,0,0,0,0,0,0,0.0199825
ENSG00000283411,0,0,0,0,0,0,0,0
ENSG00000283413,0,0,0,0,0,0,0,0
ENSG00000283415,0.0366077,0.049631,0.0860636,0.0190174,0.0595784,0.0209662,0.0652766,0.0548947
ENSG00000283417,0,0,0,0,0,0,0,0
ENSG00000283423,0,0,0.12656,0.220368,0,0.353354,0,0.103374
ENSG00000283427,0,0,0,0,0,0,0,0
ENSG00000283431,0,0,0,0,0.0236049,0,0,0
ENSG00000283445,0,0,0.0218785,0,0,0,0.0256183,0.0178838
ENSG00000283457,0,0,0,0,0,0,0,0
ENSG00000283459,0,0,0,0,0,0,0,0
ENSG00000283462,0,0,0,0,0,0,0,0
ENSG00000283464,0,0,0,0,0.375486,0,0,0.373767
ENSG00000283480,0,0,0,0,0,0,0,0
ENSG00000283483,0,0,0,0,0,0,0.134405,0
ENSG00000283491,0.369679,0.506976,0.551673,0.673753,0.393485,0.723356,0.734459,0.271862
ENSG00000283504,0,0,0,0,0,0,0,0
ENSG00000283511,0.0879334,0.207947,0,0,0.102518,0.107662,0,0
ENSG00000283515,1.30974,0.906171,0,0,0.205746,0.051995,1.27641,1.34457
ENSG00000283517,0,0,0,0,0,0,0,0
ENSG00000283525,0.055786,0.14122,0,0,0.0336412,0,0,0.0309943
ENSG00000283529,0.557022,0.661942,0.415054,0.396162,0.756125,0.599564,0.445321,0.32085
ENSG00000283536,0.0648109,0,0,0,0,0,0,0
ENSG00000283537,0,0,0.00901534,0,0.112233,0,0,0.251844
ENSG00000283538,0.0886673,0.0805104,0,0,0.0241855,0.0255123,0.0453827,0.06685
ENSG00000283541,0,0,0,0,0,0,0,0.0668906
ENSG00000283544,0,0,0,0,0,0,0,0
ENSG00000283549,1.22085,0.399417,1.29113,1.1083,1.16474,1.25197,1.4083,0.942391
ENSG00000283559,0.200315,0.139509,0.091009,0,0.163357,0.171765,0.305329,0.00564789
ENSG00000283563,0.0654189,0.0266118,0.0230511,0.0250184,0,0.0274363,0.0204847,0
ENSG00000283573,0,0,0,0,0,0,0,0
ENSG00000283579,0,0,0,0,0,0,0,0
ENSG00000283580,0,0.236817,0.920209,0,0.356253,0,0.172791,0.162505
ENSG00000283587,0,0,0,0,0,0,0,0
ENSG00000283599,0,0,0,0,0,0,0,0
ENSG00000283602,0,0,0,0,0,0,0,0
ENSG00000283608,0,0,0,0,0,0,0,0.0406385
ENSG00000283625,0,0,0,0,0,0,0,0
ENSG00000283627,0,0,0,0,0,0,0,0.132616
ENSG00000283633,0.803108,1.03424,1.21224,0.830017,0.73802,1.01295,1.16059,0.922081
ENSG00000283635,0.0189332,0.0685094,0,0.0590679,0.0410579,0.0216243,0.115542,0.113301
ENSG00000283648,0,0.0368148,0,0,0,0,0,0
ENSG00000283653,0,0,0,0,0,0,0,0
ENSG00000283657,0,0,0,0,0,0,0,0
ENSG00000283659,0,0,0,0,0,0,0,0
ENSG00000283662,0,0.0720024,0.0400062,0.0778925,0.0516847,0,0.0175451,0
ENSG00000283663,0,0,0,0,0,0,0,0
ENSG00000283667,0,0,0.0701487,0.0618012,0.0962963,0,0,0
ENSG00000283669,0,0,0,0,0,0,0,0
ENSG00000283674,1.06166,1.28135,1.21922,1.03695,1.32555,0.796443,0.977429,1.38616
ENSG00000283679,0,0,0,0,0,0,0,0
ENSG00000283684,0,0,0,0,0,0,0,0
ENSG00000283689,0.0960848,0.26188,0.34124,0.149879,0.154965,0.0544009,0.338619,0.142764
ENSG00000283692,0.288242,0.259835,0.169216,0.223403,0.347558,0.23069,0.398162,0.142314
ENSG00000283696,0.908134,0.765956,0.985251,0.81088,1.38596,0.999445,0.429209,1.40442
ENSG00000283737,0.439054,0.221494,0.488975,0.674332,0.410418,1.38252,1.73997,0.223271
ENSG00000283743,0,0,0,0,0,0,0,0
ENSG00000283752,0.138669,0,0,0,0,0,0,0
ENSG00000283757,0,0,0,0,0,0,0.0117055,0
ENSG00000283761,2.22426,3.10662,4.49375,2.84532,3.6993,3.95322,2.81362,3.57631
ENSG00000283765,0.710845,0.249492,1.01448,0,0.883855,0.884922,0.96213,0.00113377
ENSG00000283769,0,0,0.027601,0,0,0,0,0
ENSG00000283773,1.93714,0.520363,0.484607,0.443857,0,1.31133,0.521097,0
ENSG00000283782,1.66E-09,0.570501,7.39E-07,0.33475,0.143306,0.303473,0.309088,0.640072
ENSG00000283809,0.292287,0.462071,0.456079,0.956287,0.400747,0,0.272201,0.340304
ENSG00000283828,0.123864,0.0933978,0.316124,0.300363,0.178706,0.0471324,0.167686,0.205814
ENSG00000283839,0,0,0,0.100869,0,0.0147992,0,0
ENSG00000283849,0.0259354,0,0.0917387,0,0.0560587,0.0591206,0,0.0774734
ENSG00000283886,1.06714,0.92614,0.622057,0.87846,1.11258,1.01354,0.850644,1.31686
ENSG00000283897,0,0.0381586,0,0.0657372,0.0992161,0,0.0214206,0.0210183
ENSG00000283907,5823.27,5360.02,4838.44,6693.46,4880.37,5355.66,3920.8,3778.13
ENSG00000283913,0,0.0239452,0,0,0.0257964,0.0271741,0,0
ENSG00000283952,0,0,0,0,0,0,0,0
ENSG00000283959,0.209,0.0985857,0.136115,0.418547,0.557187,0.269485,0.427696,0.2151
ENSG00000283973,0,0,0.143235,0,0,0,0,0.116342
ENSG00000283977,0,0,0.337537,0,0.369849,0.219621,0,0
ENSG00000283982,0.0183748,0.0248976,0.0215995,0,0.00996808,0,0,0.018369
ENSG00000283991,0,0,0,0,0,0,0.210788,0
ENSG00000283994,0,0,0,0,0,0,0,0
ENSG00000283999,0,0,0,0,0,0,0,0.0418776
ENSG00000284024,20.2044,19.9609,18.0674,18.3086,22.4765,19.5482,19.3716,20.5629
ENSG00000284048,0.342081,9.60E-08,0,1.47818,0.294964,0.00083153,1.36997,0.263639
ENSG00000284052,0.0186204,0.176108,0.175688,0.180167,0.162503,0.108757,0.085572,0.0374318
ENSG00000284057,0,0.563602,0.486483,0.363956,0.848259,0,0.0004759,1.43262
ENSG00000284060,0,0,0,0.133131,0,0.326736,0.401117,0.0925028
ENSG00000284070,0.00954009,0,0.0112151,0,0,0.0109266,0,0
ENSG00000284095,0,0.0676176,0,0,0.124436,0.0471107,0.187905,0
ENSG00000284116,1.17366,0.497787,0.165039,0.220898,0.429009,0.575962,0.479664,0.357733
ENSG00000284128,0,0.280383,0,0.0878844,0.132802,0.132097,0.37755,0.222774
ENSG00000284130,0,0,0,0,0.102291,0,0,0
ENSG00000284188,0,0.043597,0,0,0,0,0,0
ENSG00000284196,0.0575384,0.0572707,0.0345661,0.138492,0.133414,0.0125447,0.138699,0.0894979
ENSG00000284233,0,0,0,0,0,0,0,0
ENSG00000284242,0,0,0,0,0,0,0,0
ENSG00000284263,0,0,0,0,0,0,0,0
ENSG00000284292,1.95005,1.99493,0.407316,1.03483,0.92912,1.26984,1.56123,1.80923
ENSG00000284294,2.81847,0,1.80722,0,0,1.41287,3.00464,1.00636
ENSG00000284299,0,0,0,0,0,0,0,0
ENSG00000284309,0,0,0,0,0,0,0,0
ENSG00000284337,0.0481809,0,0,0,0,0,0,0
ENSG00000284341,0,0,0,0,0,0,0,0
ENSG00000284376,0.046532,0.294843,0.210218,0.145085,0.0251601,0.101719,0.118021,0.167534
ENSG00000284377,0.0320352,0,0,0.0333016,0,0,0,0
ENSG00000284391,0,0.0285384,0,0,0.0679752,0,0,0
ENSG00000284393,0,0.158755,0,0,0,0,0,0.0234562
ENSG00000284418,0,0,0.0505733,0,0,0,0,0
ENSG00000284428,5.51845,6.06482,6.96491,5.36672,5.60022,4.84801,5.21896,5.73901
ENSG00000284430,0,0,0,0,0,0,0,0
ENSG00000284431,0.972392,1.6494,0.504236,0.612667,0.812636,0.57931,1.13933,1.06331
ENSG00000284461,0.190793,0.473238,0.216183,0.265741,0.400929,0.350578,0.507222,0.411637
ENSG00000284471,0.214655,0.184249,0.113578,0.089213,0.162967,0.122882,0.207681,0.171607
ENSG00000284484,0,0,0,0,0,0,0,0.0397655
ENSG00000284490,0,0,0,0,0,0,0,0
ENSG00000284500,0,0,0,0,0,0,0,0
ENSG00000284512,0.090822,0.0904054,0.353685,0.195932,0.0201306,0.0432389,0.215576,0.0429956
ENSG00000284513,0,0,0,0,0,0,0,0
ENSG00000284523,0.130341,0.0663098,0.0672464,0.215821,0.183458,0,0.333835,0.240893
ENSG00000284526,0.0113325,0.0280428,0.0327169,0,0.0421252,0.00890377,0.00923918,0.0196835
ENSG00000284534,0.154311,0.14243,0.170215,0.0754875,0.158148,0.0805001,0.160192,0.137367
ENSG00000284540,1.37338,1.10961,0.270617,1.271,0.73491,1.13892,1.31436,1.38453
ENSG00000284554,0,0,0,0.345423,0,0.463116,0.153079,0
ENSG00000284572,0,0,0,0,0,0,0,0
ENSG00000284592,0,0,0,0,0,0,0,0
ENSG00000284600,0,0,0,0,0,0,0,0
ENSG00000284601,0,0,0,0,0,0,0,0
ENSG00000284602,0.254614,0.286904,0.224389,0.255868,0.0914755,0.241253,0.171663,0.148259
ENSG00000284603,0,0,0,0,0,0,0,0.00123082
ENSG00000284604,0,0,0,0,0,0,0,0
ENSG00000284606,0.196106,0.304664,0.323937,0.281666,0.198559,0.171323,0.479557,0.431561
ENSG00000284607,0.015713,0,0,0.0816407,0,0.0179636,0,0.0157391
ENSG00000284610,1.28436,3.58875,2.04666,3.45491,1.26946,2.79416,1.73424,2.35933
ENSG00000284611,0,0,0,0,0,0,0,0
ENSG00000284612,0,0.0350215,0.0123961,0,0,0.0120635,0,0.0105726
ENSG00000284613,0.458751,0.123672,0,0,0,0,2.96165,0
ENSG00000284614,0,0,0,0,0,0,0,0
ENSG00000284615,0.477297,0,0,0,0,0,0,0.0892644
ENSG00000284616,0,0,0,0,0,0,0,0
ENSG00000284617,0,0,0,0,0,0.666959,0,0
ENSG00000284618,0,0,0,0,0.0118562,0.0375724,0,0
ENSG00000284620,0.273368,0.14856,0.15522,0.0568288,0.0886027,0.124579,0.280224,0.216853
ENSG00000284621,0,3.9227,0,0,0,0,0,7.91924
ENSG00000284624,0.183039,0.225317,0.113424,0.23353,0.272444,0.240212,0.32662,0.289208
ENSG00000284625,0.642181,0,0,0,0,0,1.73424,0
ENSG00000284626,0.825684,0.645032,0.5038,0.716302,0.499174,0.596373,0.938541,0.792206
ENSG00000284627,2.0362,0,0,0.727197,2.1847,0.764122,1.13896,2.39317
ENSG00000284630,1.49306,0.442369,0.738649,1.91111,0.25359,0.906011,0.286905,1.20076
ENSG00000284632,0,0,0.152413,0.132276,0,0,0.124748,0
ENSG00000284633,0,0,0,0,0,0.155632,0,0
ENSG00000284634,0.459547,1.11943,0.465183,0.828676,0.949811,1.00431,1.00894,0.223725
ENSG00000284636,2.14365,0.604941,2.53201,3.73394,0.640744,0,1.7529,0.656143
ENSG00000284639,0.603493,0,0,0,0,2.91765,0,0.270534
ENSG00000284640,0.199216,0.135279,0.0587112,0.0776465,0.134595,0.0851734,0.303015,0.198412
ENSG00000284641,0,0,0.062426,0,0,0,0,0
ENSG00000284642,0.504035,0.129588,0.413859,0.180314,0.675767,0.467938,0.989548,0.508705
ENSG00000284644,0,0,0,0,0,0,0,0
ENSG00000284645,0,0,0,0,0,0,0,0
ENSG00000284648,0,0.598125,0.834638,0,0,0,0,0
ENSG00000284649,0.501636,2.0851,2.1307,0,0.519931,1.43131,1.03491,0
ENSG00000284650,0.247198,0.0898507,0.13489,0.278601,0.318841,0.2798,0.441951,0.324564
ENSG00000284652,0.0536046,0.0485478,0.158033,0,0.0868812,0.152703,0.135812,0.0533644
ENSG00000284654,2.52019,0,0,0,0,0,0,0
ENSG00000284655,0,0,0,0,0,0,0,0
ENSG00000284656,0,0,0,0.0127276,0,0,0,0
ENSG00000284657,0.0731753,0.200158,0.0870382,0,0.156452,0,0,0
ENSG00000284660,0,0,2.0138,0.510073,1.74394,0,0.257682,0
ENSG00000284661,0.420947,0,0,2.12839,0.828003,2.87094,0,0.129773
ENSG00000284663,0,0,0,0.254159,0,0,0,0
ENSG00000284664,0.044933,0.0610025,0,0.0466991,0.0733842,0.0512659,0.182389,0.0447776
ENSG00000284665,0,0,0,0,0,0,0,0
ENSG00000284669,0,0,0,0,0.0192309,0,0,0
ENSG00000284671,0,0,0,0,0,0,0,0
ENSG00000284672,0,0.016492,0,0.0149765,0.0156183,0.0164834,0.0586476,0.043171
ENSG00000284673,0,0,0,0,0,0,0,0
ENSG00000284675,0.0660191,0,0.0784164,0.068694,0.141382,0.148735,0.066119,0
ENSG00000284676,0,0,0,0,0,0,0,0.0238699
ENSG00000284677,0,0,0.410463,0.179215,0,0.096398,0.085653,0.0845054
ENSG00000284685,0,0,0,0.270792,0,0,0,0.178207
ENSG00000284686,0.20627,0.0510528,0.0923644,0.148736,0.15465,0.0821306,0.060892,0
ENSG00000284687,0,0.68563,0.193822,0.158902,0,2.44899,0.354936,0
ENSG00000284691,1.06082,1.21007,1.84748,0.969252,1.19843,1.41755,1.52847,1.25966
ENSG00000284692,0.0209641,0,0,0.0217504,0,0,0.0212479,0
ENSG00000284694,0,0,0.0155128,0,0,0,0,0
ENSG00000284695,0,0,0,0,0,0,0,0
ENSG00000284697,0.357253,0,0,0,0.375061,0,0.269498,0
ENSG00000284698,0,0,0,0,0,0,0,0
ENSG00000284699,0,0,0,0,0,0,0,0
ENSG00000284700,0,0.0652452,0,0,0,0.0805001,0,0
ENSG00000284702,0.0501862,0,0,0.0260901,0,0,0.0255509,0
ENSG00000284703,0,0.0166112,0,0,0,0,0,0.0091608
ENSG00000284705,0.0169003,0,0,0.0175624,0,0,0,0.0169007
ENSG00000284707,4.34294,4.45926,4.82193,4.04013,4.74208,3.14617,3.64224,4.39709
ENSG00000284708,0,0.0200891,1.15E-06,0,0,0.0253379,0.0450743,0
ENSG00000284709,0,0,0,0,0,0.222294,0,0.195723
ENSG00000284715,0,0,0,0,0,0,0,0
ENSG00000284716,0.0492107,0.0447158,0,0,0.0528969,0.0557046,0.0500635,0.0560468
ENSG00000284717,0,0,0,0,0,0,0,0
ENSG00000284719,0.426732,0.419535,0.487357,0.155137,0.219453,0.281456,0.20163,0.290899
ENSG00000284721,0,0.0702946,0,0,0.0805916,0.02816,0,0.0970041
ENSG00000284722,0.00734502,0.00593828,0.00771511,0,0.0071245,0,0.0334585,0.0065618
ENSG00000284724,0,0,0,0,0,0,0,0
