,h3.1,h3.2,h3.3,h11.1,h11.2,h11.3
KRT18P40,0,0,0,0,0,0.0431182
KRT18P4,0.567365,0,0.664987,0.152141,0.187166,0.162286
KRT18P41,0,1.18211,0,0,0,0
KRT18P42,0,0,0,0,0,0
KRT18P43,0,0,0,0,0,0
KRT18P44,0,0,0,0,0,0
KRT18P45,0,0,0,0,0,0
KRT18P46,0,0,0.11173,0,0.0471716,0
KRT18P47,0.0784191,0,0,0,0,0
KRT18P48,0,0,0,0,0,0
KRT18P49,0,0,0,0,0,0
KRT18P50,0,0,0,0,0,0
KRT18P5,0.848784,0.92267,0.784896,0.101157,0.499135,0.0676193
KRT18P51,0,0,0,0,0,0
KRT18P52,0,0,0,0,0,0.179596
KRT18P53,0,0,0,0,0,0
KRT18P55,0,0,0.0696304,0,0.058761,0.0678087
KRT18P57,0,0,0,0,0,0
KRT18P58,0,0,0,0,0,0
KRT18P59,0.11953,0.437339,0.642295,0.0179346,0.11553,0.0765623
KRT18P6,0,0,0,0,0,0
KRT18P60,0,0.104935,0.0565787,0,0,0
KRT18P61,0,0,0,0.0502654,0,0.107226
KRT18P62,0,0,0,0,0,0
KRT18P63,0,0.141666,0,0.0699954,0,0.0749219
KRT18P64,0,0,0,0,0,0
KRT18P65,0,0,0,0,0,0
KRT18P67,0,0,0,0,0,0
KRT18P68,0,0,0,0,0,0
KRT18P7,0,0,0,0,0,0
KRT18P8,0,0,0,0,0,0
KRT18P9,0,0,0,0,0,0
KRT19,0,0,0,0,0,0
KRT19P1,0,0,0,0,0,0
KRT19P2,0,0,0,0,0,0
KRT2,0,0,0,0,0,0
KRT20,0,0,0,0,0,0
KRT222,0.153911,0.0477947,0.100494,0.074444,0,0.288772
KRT223P,0,0,0,0,0,0
KRT224P,0,0,0,0,0,0
KRT23,0,0,0,0,0,0
KRT24,0,0,0,0,0,0
KRT25,0,0,0,0,0,0
KRT26,0,0,0,0,0,0.0386308
KRT27,0,0,0,0,0,0
KRT28,0,0,0,0.0372842,0,0.119027
KRT3,0,0,0,0,0,0
KRT31,0,0,0,0,0,0
KRT32,0,0,0,0,0,0
KRT33A,0,0,0,0,0,0
KRT33B,0,0,0,0,0,0
KRT34,0,0,0,0,0,0
KRT35,0,0,0,0,0,0
KRT36,0,0,0,0,0,0
KRT37,0,0,0,0,0,0
KRT38,0,0,0,0,0,0
KRT39,0,0,0,0,0,0
KRT4,0,0,0,0,0,0
KRT40,0,0,0.0371295,0,0,0
KRT41P,0,0,0,0,0,0
KRT42P,0,0.322599,0,0,0.0191883,0.0221191
KRT43P,0,0,0,0,0,0
KRT5,0,0,0,0,0,0
KRT6A,0,0,0,0,0,0
KRT6B,0,0,0,0,0,0
KRT6C,0,0,0,0,0,0
KRT7,0,0,0,0,0,0
KRT71,0,0,0,0,0,0
KRT72,0,0,0,0,0,0
KRT73,0,0,0,0,0,0
KRT73-AS1,0,0,0.0170383,0,0.0143716,0.0165583
KRT74,0.023814,0.0215867,0.0231875,0,0,0
KRT75,0,0.0864646,0,0,0,0.0301629
KRT76,0,0,0,0,0,0
KRT77,0,0,0,0,0,0
KRT78,0,0,0,0,0,0
KRT79,0,0,0,0.0413497,0,0
KRT7-AS,0.0834319,0,0,0,0,0
KRT80,0.0344044,0.0896445,0.0577485,0.107422,0.138779,0.0976023
KRT81,0.0361406,0,0,0,0.0297314,0.0343106
KRT82,0,0,0,0,0,0
KRT83,0,0,0,0,0,0
KRT84,0,0,0,0,0,0
KRT85,0,0,0,0,0,0
KRT86,0,0.0600037,0,0.0295547,0.027223,0
KRT87P,0,0,0,0,0,0
KRT8,8.635,8.79333,9.13704,9.50613,8.32448,8.74875
KRT89P,0,0,0,0,0,0
KRT8P10,0,0,0.14556,0,0,0
KRT8P11,0.401113,0.227129,0.34259,0.179208,0,0.0477394
KRT8P12,5.33169,7.60636,6.9174,3.40358,4.50372,3.8055
KRT8P13,0,0,0,0,0,0
KRT8P14,0,0,0,0,0,0
KRT8P15,0.148666,0,0,0.0885575,0.245001,0.0471776
KRT8P17,0,0,0,0,0,0
KRT8P18,0,0,0,0,0,0
KRT8P19,0,0,0,0,0,0
KRT8P20,0,0,0,0,0,0
KRT8P21,0,0,0,0,0,0
KRT8P23,0,0,0.0597408,0,0,0
KRT8P24,0,0,0,0,0,0
KRT8P25,0,0,0,0,0,0
KRT8P26,0,0,0,0,0,0.0546858
KRT8P29,0,0,0,0,0,0
KRT8P3,0,0,0,0,0,0
KRT8P30,0.262134,0.355702,1.16037,0.117579,0.109066,0
KRT8P31,0,0,0.0500476,0.0458122,0,0
KRT8P32,0,0,0,0,0,0
KRT8P33,0.311125,0.275364,0.448797,0.905308,0.375719,0.488692
KRT8P34,0,0,0,0,0,0
KRT8P35,0,0,0,0,0,0
KRT8P36,0.599785,0.588686,0.341511,0.312628,0,0.0951766
KRT8P37,0,0,0,0,0,0
KRT8P39,1.10567,1.32045,2.01136,0.67362,0.538405,0.526387
KRT8P40,0,0,0,0,0,0
KRT8P41,0.0472439,0.0428052,0.138308,0,0.0389181,0
KRT8P42,0,0,0,0,0,0
KRT8P43,0,0,0,0,0,0.0469199
KRT8P44,0,0,0,0,0,0
KRT8P45,0,0,0.0970401,0,0.122884,0
KRT8P46,0.40429,0.366281,0.443977,1.03862,0.541408,0.529336
KRT8P47,0,0,0,0,0,0
KRT8P48,0,0,0,0,0,0
KRT8P49,0,0,0,0,0,0
KRT8P5,0,0,0,0,0,0
KRT8P50,0.400484,0.317482,0.537507,0.134194,0.247514,0.0953275
KRT8P51,0,0,0,0,0,0
KRT8P52,0.281679,0.204134,0.275111,0.100709,0.0464589,0.0537089
KRT8P7,0,0,0,0,0,0
KRT8P8,0,0,0,0,0,0
KRT8P9,0.148897,0.0899338,0.0968885,0,0,0
KRT9,0,0,0,0,0,0
KRTAP10-10,0,0,0.0666083,0,0,0
KRTAP10-11,0,0,0,0,0.04903,0
KRTAP10-12,0,0,0,0,0,0
KRTAP10-4,0,0,0.0420674,0,0,0
KRTAP10-5,0.064671,0.0585742,0.126425,0,0,0
KRTAP10-6,0.29688,0.322705,0.174024,0,0,0.0566433
KRTAP10-7,0.0902136,0.0817411,0.0440083,0,0,0
KRTAP1-1,0,0,0,0,0,0
KRTAP11-1,0,0,0,0.0738101,0,0
KRTAP12-1,0,0,0,0,0,0
KRTAP1-3,0,0,0,0,0,0
KRTAP13-1,0,0,0,0,0,0
KRTAP13-2,0,0,0,0,0,0
KRTAP1-4,0,0,0,0,0,0
KRTAP1-5,0,0.0566812,0,0,0,0
KRTAP15-1,0,0,0,0,0,0
KRTAP17-1,0,0,0,0,0,0
KRTAP19-11P,0,0,0,1.37683,0,0
KRTAP19-1,5.3724,9.02635,7.42187,0,2.9794,2.59984
KRTAP19-2,0,0.246493,0,0,0,0
KRTAP19-3,0,0,0,0,0,0
KRTAP19-4,0,0,0,0,0,0
KRTAP19-5,0,0,1.1748,0,0,0
KRTAP19-8,0,0,0,0,0,0
KRTAP20-2,0,0,0,0,0,0
KRTAP20-4,0,0,0,0,0,0
KRTAP2-1,0,0,0,0,0,0
KRTAP21-1,0,0,0,0,0,0
KRTAP21-2,0.41991,0.379526,0.416178,0,0,0
KRTAP21-4P,0,0,0,0,0,0
KRTAP2-2,0,0,0.109963,0,0,0
KRTAP22-1,0,0,0,0,0,0
KRTAP22-2,0,0,0,0,0,0
KRTAP2-3,0,0,0,0,0,0
KRTAP23-1,0,0,0,0,0,0
KRTAP2-4,0,0.0961269,0,0,0,0
KRTAP25-1,0,0,0,0,0,0
KRTAP2-5P,0,0,0,0,0,0
KRTAP3-1,0,0,0,0,0,0
KRTAP3-2,0,0,0,0,0,0
KRTAP3-3,0,0,0,0,0,0
KRTAP4-1,0,0,0,0,0,0
KRTAP4-11,0,0,0,0,0,0
KRTAP4-12,0,0,0,0,0,0
KRTAP4-16,0,0,0.115065,0,0,0
KRTAP4-2,0,0,0,0,0,0
KRTAP4-3,0,0,0,0,0,0
KRTAP4-4,0,0,0,0,0,0
KRTAP4-5,0,0,0,0,0,0
KRTAP4-6,0,0,0,0,0,0
KRTAP4-7,0,0,0,0,0,0
KRTAP4-8,0,0,0,0,0,0
KRTAP4-9,0,0,0,0,0,0
KRTAP5-1,0,0.0572418,0.0617643,0,0.0521614,0
KRTAP5-10,0,0.148385,0.24068,0.113014,0.0677875,0.181013
KRTAP5-11,0,0.124163,0,0.123174,0,0.133099
KRTAP5-2,0.0668384,0,0,0,0,0
KRTAP5-3,0,0,0,0,0,0
KRTAP5-4,0,0,0,0,0,0
KRTAP5-5,0,0,0,0,0,0
KRTAP5-6,0,0,0.474495,0,0,0.312371
KRTAP5-7,0,0,0,0.0459975,0.0424242,0.196095
KRTAP5-8,0,0,0,0.0558415,0.103088,0.0596197
KRTAP5-9,0,0,0,0.0556231,0,0
KRTAP5-AS1,15.0217,11.569,14.5843,4.99267,3.38086,3.38352
KRTAP6-2,0,0,0,0,0.345612,0
KRTAP6-3,0,0,0,0,0,0
KRTAP8-1,0,0,0,0,0,0
KRTAP9-1,0,0,0,0,0,0
KRTAP9-11P,0,0,0,0,0,0
KRTAP9-12P,0,0,0,0,0,0
KRTAP9-3,0,0,0,0,0,0
KRTAP9-4,0,0,0,0,0,0
KRTAP9-6,0,0,0,0,0,0.0533752
KRTAP9-8,0,0,0,0,0,0
KRTAP9-9,0,0,0,0,0,0
KRTCAP2,184.681,198.737,184.583,195.202,179.116,190.716
KRTCAP2P1,0,0,0,0,0,0
KRTCAP3,1.09949,1.12163,0.742764,0.322436,1.01268,0.912533
KRTDAP,0.989045,0.653244,0.698042,0.434688,1.01524,1.01149
KSR1,5.31893,7.13936,5.8928,5.09121,9.82307,6.99345
KSR1P1,0,0,0,0,0,0
KSR2,0.232049,0.243161,0.198779,0.261657,0.189557,0.235768
KTI12,17.674,19.8648,18.8208,10.9145,12.8303,11.3886
KTN1,60.2901,61.7602,59.6778,74.5856,71.0449,83.5519
KTN1-AS1,3.39396,3.24084,3.34026,2.95154,2.0809,2.54477
KXD1,95.1034,101.096,103.678,102.58,103.41,107.012
KY,0.0444145,0,0.0320093,0.029346,0.0269987,0.0329206
KYAT1,9.05588,10.1502,7.75775,6.17958,10.6677,12.9395
KYAT3,22.3145,24.2747,20.3463,26.1082,23.1263,23.6374
KYNU,0.127914,0.116582,0.200917,0.186599,0.425629,0.265535
KYNUP1,0,0,0,0,0,0
KYNUP2,0,0.0495904,0.053456,0,0,0
KYNUP3,0,0,6.14E-07,0,0,0
L1CAM,1.37963,0.396011,0.304722,0.728701,0.838575,0.967388
L1CAM-AS1,0.363542,0.0941012,0.206309,0,0,0.0989348
L1TD1,0.0174449,0.0157786,0,0,0,0
L2HGDH,10.6329,13.4794,12.7719,13.9106,13.0243,12.13
L3HYPDH,8.93007,11.0431,10.8395,12.7277,11.2935,10.9771
L3MBTL1,4.66874,4.72873,4.22355,5.09892,5.59659,6.41821
L3MBTL2,20.6125,23.3983,21.8699,23.9859,24.2852,24.106
L3MBTL2-AS1,0.147929,0.254096,0.137004,0.185383,0.0253857,0.0666952
L3MBTL3,10.3719,13.0484,9.78226,11.3683,12.5736,16.0586
L3MBTL4,0.605007,0.303423,0.519922,0.38954,0.510489,1.28948
L3MBTL4-AS1,0.191964,0.11591,0.205876,0.171358,0.111624,0.150597
LACC1,2.40788,1.98146,1.93163,2.04747,2.23601,3.76308
LACRT,0,0,0,0,0,0
LACTB2,22.8995,24.5805,23.7421,28.4614,29.6227,28.5726
LACTB2-AS1,0.240065,0.274417,0.106041,0.295686,0.191461,0.0169979
LACTB,5.77042,6.37632,6.44491,5.29955,7.39699,7.35534
LACTBL1,0,0,0,0,0,0
LAD1,0.0293708,0,0,0,0.0724274,0
LAG3,0.0526585,0.188843,0.329,0.121057,0.108172,0.494665
LAGE3,46.2077,48.4529,49.6583,39.9971,45.5015,43.7339
LAGE3P1,0.282282,0.896498,1.26483,0.538133,0.332824,0.778907
LAIR1,0.0808722,0.179943,0.0968898,0.0906813,0.346543,0.141014
LAIR2,0,0,0,0,0,0
LALBA,0,0,0,0,0,0
LAMA1,1.93812,2.11777,2.56803,2.58045,2.28491,1.69344
LAMA2,0.0799483,0.114901,0.100233,0.157066,0.327547,0.18944
LAMA3,8.19769,9.09819,8.2729,9.04272,6.44911,9.0636
LAMA4,13.9067,13.1431,14.1046,17.0908,14.1033,22.9841
LAMA4-AS1,1.15086,0.455879,0.132673,0.235645,0.121461,0.237194
LAMA5,17.6901,17.8674,15.8057,15.3137,16.5689,16.5957
LAMA5-AS1,0,0,0,0,0,0
LAMB1,19.4414,17.9887,17.1322,25.7943,17.3031,21.8479
LAMB2,38.1523,38.5387,34.2839,40.5634,41.1166,43.1456
LAMB2P1,0.819267,0.813123,0.836898,0.418087,0.610003,0.630011
LAMB3,0.186312,0.0775736,0.251756,0.123697,0.387779,0.225341
LAMB4,0.0814656,0.173409,0.0257278,0.170026,0,0.0542777
LAMC1,42.1219,43.8929,46.276,52.9581,47.9678,57.8731
LAMC1-AS1,0,0,0,0,0,0
LAMC2,0.361279,0.579157,0.698156,0.636668,0.479945,0.467943
LAMC3,0.88051,1.10874,1.2757,1.3475,1.70218,1.82908
LAMP1,37.5592,39.1641,34.9175,44.9044,40.4375,41.4962
LAMP2,36.3928,43.0093,40.3072,51.5665,53.4088,49.6505
LAMP3,0.503842,0.859869,0.386347,1.06055,0.570776,0.471037
LAMP5,0,0.0702344,0,0.0346074,0.15945,0.0368099
LAMP5-AS1,0,0,0,0,0,0
LAMTOR1,72.3544,77.2308,74.1767,64.2682,70.013,73.7835
LAMTOR2,77.8292,79.6114,76.9115,82.1924,85.2774,89.4703
LAMTOR3,25.6541,25.63,27.3907,29.3672,30.3599,30.802
LAMTOR3P1,0,0,0.603852,0,0,0
LAMTOR3P2,0,0,0,0,0,0
LAMTOR4,127.751,129.54,117.249,117.794,122.984,124.913
LAMTOR5,84.349,85.3492,87.819,102.419,99.6929,90.9318
LAMTOR5-AS1,7.37662,7.53156,5.27331,5.7173,6.8616,5.48318
LANCL1,17.3417,16.1,14.7115,17.8299,19.4141,19.8091
LANCL1-AS1,0,0,0,0,0,0
LANCL2,9.80555,9.21365,8.56581,11.8481,10.3632,11.0078
LANCL3,0.0518054,0.0644499,0.0527748,0.0460726,0.120802,0.0303326
LAP3,43.9805,44.633,42.282,45.7451,46.6877,44.5247
LAP3P1,0,0,0,0,0,0
LAP3P2,0,0.044929,0,0,0.0814759,0.0943344
LAPTM4A,56.4998,64.0139,61.0412,70.6141,63.035,61.5188
LAPTM4A-DT,0.674974,1.06804,1.12071,0,0,0.494073
LAPTM4B,111.438,113.603,114.824,120.482,121.212,121.4
LAPTM4BP1,0,0,0,0,0,0.351171
LAPTM4BP2,0,0,0,0,0,0
LAPTM5,0.161604,0.0287214,0,0.228214,0.534673,0.0300574
LARGE1,5.33564,5.46401,6.46206,6.85909,6.76579,8.1569
LARGE1-AS1,0.340273,0.614943,0.340632,0,0.869661,0.68209
LARGE2,13.0247,13.678,15.7121,10.7838,16.779,16.7745
LARGE-AS1,0,0,0.0328767,0,0,0
LARGE-IT1,0,0,0,0,0.134871,0.472212
LARP1,68.9064,72.7434,80.9677,87.2091,74.4427,83.9115
LARP1B,18.8656,22.7116,19.4301,25.1739,26.4933,25.7241
LARP1BP1,0,0,0,0,0,0
LARP1BP2,0,0,0,0,0,0
LARP1BP3,0,0,0,0,0,0
LARP1P1,1.36936,2.06501,2.30447,0,0,0.462724
LARP4,23.7242,23.7723,22.9579,26.1398,25.6424,28.7144
LARP4B,19.6709,20.0599,20.1586,26.2992,25.6652,27.6233
LARP4B-DT,2.58899,3.97783,1.54744,1.16901,1.3116,1.02821
LARP4P,0,0.0287679,0,0,0,0
LARP6,28.4832,28.1268,26.867,32.9217,34.9373,29.3339
LARP7,46.0868,45.8044,45.0181,47.0086,47.2369,45.1119
LARP7P2,0,0,0,0,0,0
LARP7P3,0,0,0,0,0,0
LARS1,85.6244,87.7445,83.8747,100.724,98.5354,105.463
LARS2,22.6815,25.9614,25.3184,26.7595,25.86,26.9884
LARS2-AS1,0,0,0,0,0,0
LAS1L,39.9776,42.5542,42.1831,46.8085,49.197,46.0392
LASP1,9.38755,8.7996,10.0185,14.8859,14.4291,13.6337
LASTR,0,0,0.108805,0,0,0.106866
LAT,1.84595,1.43098,0.735443,1.82921,1.27695,1.29649
LAT2,0.774488,0.562916,3.08957,1.81139,2.56211,2.25267
LATS1,10.182,10.7846,10.9356,11.8894,11.2857,12.1329
LATS2,1.8732,1.9349,1.6489,2.72798,2.71317,3.38625
LATS2-AS1,0,0,0,0,0,0
LAX1,0.0205344,0.0907766,0.0243207,0.0478147,0.0410273,0.0711251
LAYN,4.89886,5.70335,4.57502,5.94321,6.20254,5.31688
LBH,3.95389,3.21742,3.91598,2.82506,4.41425,3.15612
LBHD1,16.237,15.5846,16.7622,11.1885,11.19,13.9008
LBHD2,0,0,0,0,0,0
LBP,0,0,0,0.137178,0.0948024,0.109425
LBR,87.6315,93.7291,84.8526,104.246,105.317,103.649
LBX1,1.66811,1.79954,1.9365,2.51842,2.81114,3.43378
LBX1-AS1,6.13256,7.40221,7.1955,9.02614,11.2445,8.8336
LBX2,9.85014,8.6639,9.17346,12.7166,13.0885,16.0632
LBX2-AS1,4.99526,5.32972,5.79988,2.25456,2.10597,1.59439
LCA5,1.25301,1.23586,1.12186,1.88279,1.84425,2.04687
LCA5L,2.7717,4.15214,2.92315,1.63376,2.01855,1.95624
LCAL1,0.0171468,0.0777259,0.0333704,0.0152964,0.0793023,0.0919962
LCAT,9.53822,7.47346,9.13009,8.3445,6.38302,5.25472
LCE1B,0.130934,0,0,0,0,0
LCE1C,0,0,0,0,0,0
LCE1D,0,0,0,0,0,0
LCE1E,0,0.0557529,0.120293,0.165093,0.0507928,0
LCE1F,0,0,0,0,0,0
LCE2A,0,0,0,0,0,0
LCE3D,0,0,0,0,0,0
LCE5A,0,0,0,0,0,0
LCE6A,0,0,0,0,0,0
LCK,0.142322,0.120005,0.162298,0.335335,0.337932,0.526517
LCLAT1,10.6723,11.1053,10.9886,12.3901,14.3074,12.325
LCMT1,26.0199,27.1437,24.3741,33.3981,29.8539,31.6273
LCMT1-AS1,5.15959,5.71719,6.91466,2.65746,3.51335,2.82012
LCMT1-AS2,0.16236,0.134276,0.138757,0.0984415,0.0955513,0.010954
LCMT2,7.10568,5.90025,6.83872,7.72909,5.96794,6.38606
LCN1,0,0,0,0,0,0
LCN10,0.0394712,0,0,0,0,0
LCN12,1.40897,0.964385,1.08477,0.52245,0.62938,0.480121
LCN15,0.528468,0.286951,1.34822,0.852278,0.701408,0.712642
LCN2,0,0,0,0,0,0
LCN6,0,0,0,0,0,0
LCN8,0.0259229,0.0234974,0,0,0,0
LCN9,0.222545,0.0806589,0.161032,0.293165,0.166694,0.159057
LCNL1,0,0,0,0,0.031392,0
LCOR,10.4917,8.26239,9.75598,10.7653,10.3142,11.9466
LCORL,4.77987,8.92467,6.24397,12.525,11.2548,9.66876
LCP1,0.182265,0.305963,0.250018,0.298289,0.551834,0.201633
LCP2,0,0,0,0,0,0
LCT,0.229354,0.142467,0.171311,0.0575208,0.0860594,0.126345
LCT-AS1,0,0.0340431,0.0366251,0,0,0
LCTL,0,0.0726538,0.0208454,0.0314155,0,0.152251
LDAF1,2.19564,3.04303,4.005,3.51858,2.51872,2.87122
LDAH,4.08734,6.75047,4.08799,6.9985,4.62857,10.1789
LDB1,47.8857,51.7489,45.1872,42.9717,42.9302,47.2728
LDB2,0.159899,0.0437434,0.311579,0.0534445,0.0246085,0
LDB3,0.0441984,0.0810543,0.0371972,0.0278065,0.0758798,0.0495268
LDC1P,0,0,0,0,0,0
LDHA,741.017,791.875,728.376,857.11,966.46,874.438
LDHAL6A,0.123637,0.186769,0.121064,0.183729,0.0677613,0.234344
LDHAL6B,0,0.036536,0,0.0720192,0.298672,0.114933
LDHAL6CP,0,0.113921,0,0,0,0.0214449
LDHAL6DP,0,0,0,0,0,0
LDHAL6EP,0,0,0,0,0,0
LDHAL6FP,0.0694573,0,0.203765,0,0,0
LDHAP1,0,0,0,0,0,0
LDHAP2,0,0.0703364,0,0,0,0
LDHAP3,0.0755553,0,0,0,0,0
LDHAP4,0,0.2082,0.149779,0.06857,0.253261,0
LDHAP5,0,0,0,0,0,0
LDHAP7,0,0,0.0779206,0,0,0
LDHB,775.513,815.885,772.584,898.664,919.682,898.257
LDHBP1,0.0672194,0.120943,0,0,0,0
LDHBP2,0.0758107,0,0,0,0,0
LDHBP3,0,0,0,0,0,0
LDHC,4.21955,3.82325,2.05604,5.39879,6.08859,5.2256
LDHD,0.469292,0.733914,0.490032,0.964651,0.553594,0.755519
LDLR,14.351,17.0506,16.4569,14.105,12.9178,13.9317
LDLRAD1,0.0315303,0,0.0612395,0.0583719,0.108163,0
LDLRAD2,0.0821543,0,0.18401,0,0.0517995,0
LDLRAD3,7.26401,9.17533,7.14977,7.92354,9.38931,8.00815
LDLRAD4,0.774351,1.19152,0.922782,1.26691,1.22964,1.88605
LDLRAD4-AS1,0,0,0,0,0,0
LDLRAP1,10.0427,12.1978,12.5448,11.5376,14.2094,15.1034
LDOC1,15.0256,17.2505,15.6525,14.2395,14.9295,16.6512
LEAP2,2.03497,1.82832,1.32037,1.1974,1.62397,2.35681
LECT2,0,0.0922946,0.104584,0.0998729,0,0
LEF1,22.4728,25.7941,25.5472,32.6753,26.7343,30.499
LEF1-AS1,0.693278,1.1788,0.61261,0.301091,1.10394,1.10611
LEFTY1,0.380471,0.0497497,0.0921822,0.19485,0.14369,0.165929
LEFTY2,0.147141,0.142697,0.463058,0.0592942,0,0.177207
LEKR1,0.400149,0.488245,0.584561,0.707177,0.256857,0.844974
LELP1,0,0,0,0,0,0
LEMD1,0,0,0,0,0.241252,0
LEMD1-AS1,0.0490661,0.0504455,0.122159,0.0710505,0.0400528,0.0461744
LEMD1-DT,0.0933445,0.021407,0.0564737,0.0210868,0,0.0326535
LEMD2,27.7341,27.3188,24.144,31.3265,28.3379,29.0384
LEMD3,15.2775,17.3447,16.3389,19.2012,14.1787,14.133
LENEP,0,0.305641,0.221103,0,0,0.508799
LENG1,13.4153,14.5749,14.5302,9.36612,8.6823,9.33487
LENG8,109.508,106.443,113.704,79.283,76.2698,84.1433
LENG8-AS1,5.22361,5.57978,9.89269,2.49783,3.35125,3.11311
LENG9,2.40525,1.53511,2.47626,1.54255,1.89458,1.7359
LEO1,15.6245,15.9413,16.5307,16.7128,17.6236,17.1465
LEP,0.0391125,0.0354515,0,0,0,0
LEPR,5.26242,4.57307,4.70296,6.07153,5.15905,5.63656
LEPROT,13.3102,17.3995,16.0188,20.7179,18.7657,19.8274
LEPROTL1,16.3701,19.7256,18.3867,23.3638,18.7604,25.1708
LERFS,2.42562,3.20351,2.89179,1.84122,2.04915,2.86704
LETM1,38.0037,38.9408,36.1149,37.4512,35.8683,39.692
LETM1P2,0,0,0,0,0,0
LETM2,7.5976,9.83327,8.98766,5.65215,7.49457,7.18347
LETMD1,51.9874,60.0571,60.0977,61.5959,59.5232,56.7624
LETR1,1.45182,0.711527,1.63558,1.64426,1.59628,1.04244
LEUTX,0,0,0,0,0,0
LEXM,0,0,0,0,0,0
LFNG,0.707192,0.544766,0.534727,0.536731,0.727156,0.821506
LGALS12,0,10.6094,0.0382756,12.2642,14.2726,0
LGALS13,0,0,0,0.0350553,0,21.4829
LGALS14,0.209307,0,0.102679,0,0,0
LGALS16,0,0.189422,0,0.392332,0,0
LGALS1,6.41749,0,0.037855,0,0,0
LGALS17A,0.0389022,0.0351813,8.78751,0,0,0.0737553
LGALS2,0,0,0,0.132321,0,0.258103
LGALS3,2.05022,1.97813,1.65058,1.87593,2.25792,1.86469
LGALS3BP,5.84449,6.97522,6.74562,7.78625,7.13428,5.89889
LGALS4,0,0.702456,0.0528499,0,0.618769,0.0545075
LGALS7,0,0.143511,0,0.173213,0,0
LGALS7B,0.18965,0,0.170686,0,0,0
LGALS8,0.710021,0.486549,0.352187,0.502669,0.152012,0.657982
LGALS8-AS1,0.352637,0.273844,0.0983486,0,0,0
LGALS9,2.14044,0.604195,1.17505,1.80665,2.69567,1.60731
LGALS9B,0,0,0.0957984,0,0,0
LGALS9C,0,0,0.0957984,0,0,0
LGALS9DP,0,0,0,0,0,0
LGALSL,7.34234,8.56022,9.40171,8.36422,9.30123,8.44897
LGALSL-DT,0.429908,0.639344,0.364582,0.408731,0.344966,0.309111
LGI1,0.192206,1.57668,0.784144,0.227777,0.730462,0.492004
LGI2,0.65512,1.1478,1.03709,0.946976,0.87676,0.712642
LGI3,0.0648809,0.117631,0.126322,0.22901,0.255742,0.123547
LGI4,0.031332,0.128565,0.135028,0.0680776,0.135213,0.0443033
LGMN,35.3746,38.4986,36.3472,32.7387,33.7071,34.0732
LGMNP1,0,0,0,0,0,0
LGR4,8.95001,8.32889,9.5916,10.4064,9.59245,10.6027
LGR4-AS1,0.314849,0.146142,0.0525059,0.560045,0.132994,0
LGR5,1.86047,2.62994,2.48394,2.20157,1.84511,2.31137
LGR6,0.273318,0.0180014,0.0889769,0.393496,0.676792,0.399493
LGSN,0.0127133,0.0572906,0.0246819,0,0.0362715,0.0121077
LHB,0,0.184723,0.181601,0,0,0
LHCGR,0,0,0,0,0,0
LHFPL1,0,0,0,0.0408449,0,0
LHFPL2,5.72508,5.76734,3.7426,6.41328,5.70305,7.00056
LHFPL3,0,0,0,0,0,0
LHFPL3-AS1,0.109128,0,0,0.0977909,0,0
LHFPL3-AS2,0.199262,0.0346546,0.143951,0,0.0698948,0.238785
LHFPL4,0,0.0122151,0.0131054,0.0360496,0.022106,0.038191
LHFPL5,0.299337,0.752597,0.56658,0.199346,0.414254,0.295228
LHFPL6,9.60118,10.087,9.05391,12.318,11.5197,11.5141
LHPP,6.80125,5.41305,6.33343,6.98498,9.3273,6.83162
LHX1,1.13386,1.51451,2.20584,2.1495,1.91505,2.37175
LHX1-DT,0.960645,1.57466,1.15663,1.16172,1.45722,1.36306
LHX2,2.67306,4.26107,2.84091,4.37528,5.05348,5.73598
LHX3,0.0755289,0.0781024,0.0279803,0.256383,0.165257,0.16336
LHX4,3.50729,2.93348,4.08251,3.74151,3.39989,4.7416
LHX5,0,0,0,0,0.0203539,0
LHX5-AS1,0,0,0,0.120564,0,0
LHX6,4.27052,2.5729,2.64053,3.3242,2.85729,3.40115
LHX8,1.09955,1.61693,1.27851,1.78288,1.97685,1.54295
LHX9,0.571617,0.340959,0.528152,0.866917,0.533053,0.87755
LIAS,11.5101,9.62219,9.28798,13.3825,10.1952,9.86504
LIF,4.20423,5.3368,4.27097,4.21901,3.88025,4.04791
LIF-AS1,0,0,0,0,0.164077,0
LIF-AS2,1.51754,2.8385,3.07614,0.0906241,0.0838816,0.486791
LIFR,2.73758,2.8043,2.95326,2.99264,3.14634,2.86607
LIFR-AS1,0.656081,0.352586,0.571922,0.534342,0.175565,0.697341
LIG1,58.6315,50.8478,52.2263,58.6656,55.4797,60.7338
LIG3,14.2521,18.2478,15.7251,21.0504,19.7996,22.6004
LIG4,5.02004,5.05404,5.5674,3.62088,4.30701,3.88664
LILRA1,0,0,0,0.0325853,0,0
LILRA2,0.165059,0,0,0,0.0765913,0.0141429
LILRA4,0,0,0,0,0,0
LILRA5,0,0.132484,0,0,0.0632743,0
LILRA6,0.0729134,0,0.0299685,0,0,0
LILRB1,0,0.0408065,0.0438765,0,0.0167784,0.0770392
LILRB1-AS1,0.163165,0,0.161032,0,0,0
LILRB2,0,0,0,0,0,0
LILRB3,0.0250072,0.0782024,0.101668,0,0.0204797,0
LILRB4,0.0927027,0.0904293,0.0808793,0.0593194,0.0272876,0.0785928
